55.0,75.0,1000.0,2.0,0.1274,49.9647749511,nan,nan,
55.0,75.0,1000.0,3.0,0.2548,33.3098499674,nan,nan,
55.0,75.0,1000.0,4.0,0.3822,24.9823874755,nan,nan,
55.0,75.0,1000.0,5.0,0.5096,19.9859099804,nan,nan,
55.0,75.0,1000.0,6.0,0.637,16.6549249837,nan,nan,
55.0,75.0,1000.0,7.0,0.7644,14.275649986,nan,nan,
55.0,75.0,1000.0,8.0,0.8918,12.4911937378,nan,nan,
55.0,75.0,1000.0,9.0,1.0192,11.1032833225,nan,nan,
55.0,75.0,1000.0,10.0,1.1466,9.99295499022,nan,nan,
55.0,75.0,1000.0,11.0,1.274,9.08450453656,nan,nan,
55.0,75.0,1200.0,2.0,0.1274,41.6373124592,nan,nan,
55.0,75.0,1200.0,3.0,0.2548,27.7582083062,nan,nan,
55.0,75.0,1200.0,4.0,0.3822,20.8186562296,nan,nan,
55.0,75.0,1200.0,5.0,0.5096,16.6549249837,nan,nan,
55.0,75.0,1200.0,6.0,0.637,13.8791041531,nan,nan,
55.0,75.0,1200.0,7.0,0.7644,11.8963749884,nan,nan,
55.0,75.0,1200.0,8.0,0.8918,10.4093281148,nan,nan,
55.0,75.0,1200.0,9.0,1.0192,9.25273610205,nan,nan,
55.0,75.0,1200.0,10.0,1.1466,8.32746249185,nan,nan,
55.0,75.0,1200.0,11.0,1.274,7.57042044713,nan,nan,
55.0,75.0,1400.0,2.0,0.1274,35.6891249651,nan,nan,
55.0,75.0,1400.0,3.0,0.2548,23.7927499767,nan,nan,
55.0,75.0,1400.0,4.0,0.3822,17.8445624825,nan,nan,
55.0,75.0,1400.0,5.0,0.5096,14.275649986,nan,nan,
55.0,75.0,1400.0,6.0,0.637,11.8963749884,nan,nan,
55.0,75.0,1400.0,7.0,0.7644,10.1968928472,nan,nan,
55.0,75.0,1400.0,8.0,0.8918,8.92228124126,nan,nan,
55.0,75.0,1400.0,9.0,1.0192,7.9309166589,nan,nan,
55.0,75.0,1400.0,10.0,1.1466,7.13782499301,nan,nan,
55.0,75.0,1400.0,11.0,1.274,6.48893181183,nan,nan,
55.0,75.0,1600.0,2.0,0.1274,31.2279843444,nan,nan,
55.0,75.0,1600.0,3.0,0.2548,20.8186562296,nan,nan,
55.0,75.0,1600.0,4.0,0.3822,15.6139921722,nan,nan,
55.0,75.0,1600.0,5.0,0.5096,12.4911937378,nan,nan,
55.0,75.0,1600.0,6.0,0.637,10.4093281148,nan,nan,
55.0,75.0,1600.0,7.0,0.7644,8.92228124126,nan,nan,
55.0,75.0,1600.0,8.0,0.8918,7.80699608611,nan,nan,
55.0,75.0,1600.0,9.0,1.0192,6.93955207654,nan,nan,
55.0,75.0,1600.0,10.0,1.1466,6.24559686888,nan,nan,
55.0,75.0,1600.0,11.0,1.274,5.67781533535,nan,nan,
55.0,75.0,1800.0,2.0,0.1274,27.7582083062,nan,nan,
55.0,75.0,1800.0,3.0,0.2548,18.5054722041,nan,nan,
55.0,75.0,1800.0,4.0,0.3822,13.8791041531,nan,nan,
55.0,75.0,1800.0,5.0,0.5096,11.1032833225,nan,nan,
55.0,75.0,1800.0,6.0,0.637,9.25273610205,nan,nan,
55.0,75.0,1800.0,7.0,0.7644,7.9309166589,nan,nan,
55.0,75.0,1800.0,8.0,0.8918,6.93955207654,nan,nan,
55.0,75.0,1800.0,9.0,1.0192,6.1684907347,nan,nan,
55.0,75.0,1800.0,10.0,1.1466,5.55164166123,nan,nan,
55.0,75.0,1800.0,11.0,1.274,5.04694696476,nan,nan,
55.0,75.0,2000.0,2.0,0.1274,24.9823874755,nan,nan,
55.0,75.0,2000.0,3.0,0.2548,16.6549249837,nan,nan,
55.0,75.0,2000.0,4.0,0.3822,12.4911937378,nan,nan,
55.0,75.0,2000.0,5.0,0.5096,9.99295499022,nan,nan,
55.0,75.0,2000.0,6.0,0.637,8.32746249185,nan,nan,
55.0,75.0,2000.0,7.0,0.7644,7.13782499301,nan,nan,
55.0,75.0,2000.0,8.0,0.8918,6.24559686888,nan,nan,
55.0,75.0,2000.0,9.0,1.0192,5.55164166123,nan,nan,
55.0,75.0,2000.0,10.0,1.1466,4.99647749511,nan,nan,
55.0,75.0,2000.0,11.0,1.274,4.54225226828,nan,nan,
55.0,75.0,2200.0,2.0,0.1274,22.7112613414,nan,nan,
55.0,75.0,2200.0,3.0,0.2548,15.1408408943,nan,nan,
55.0,75.0,2200.0,4.0,0.3822,11.3556306707,nan,nan,
55.0,75.0,2200.0,5.0,0.5096,9.08450453656,nan,nan,
55.0,75.0,2200.0,6.0,0.637,7.57042044713,nan,nan,
55.0,75.0,2200.0,7.0,0.7644,6.48893181183,nan,nan,
55.0,75.0,2200.0,8.0,0.8918,5.67781533535,nan,nan,
55.0,75.0,2200.0,9.0,1.0192,5.04694696476,nan,nan,
55.0,75.0,2200.0,10.0,1.1466,4.54225226828,nan,nan,
55.0,75.0,2200.0,11.0,1.274,4.12932024389,nan,nan,
55.0,75.0,2400.0,2.0,0.1274,20.8186562296,nan,nan,
55.0,75.0,2400.0,3.0,0.2548,13.8791041531,nan,nan,
55.0,75.0,2400.0,4.0,0.3822,10.4093281148,nan,nan,
55.0,75.0,2400.0,5.0,0.5096,8.32746249185,nan,nan,
55.0,75.0,2400.0,6.0,0.637,6.93955207654,nan,nan,
55.0,75.0,2400.0,7.0,0.7644,5.94818749418,nan,nan,
55.0,75.0,2400.0,8.0,0.8918,5.2046640574,nan,nan,
55.0,75.0,2400.0,9.0,1.0192,4.62636805103,nan,nan,
55.0,75.0,2400.0,10.0,1.1466,4.16373124592,nan,nan,
55.0,75.0,2400.0,11.0,1.274,3.78521022357,nan,nan,
55.0,75.0,2600.0,2.0,0.1274,19.217221135,nan,nan,
55.0,75.0,2600.0,3.0,0.2548,12.8114807567,nan,nan,
55.0,75.0,2600.0,4.0,0.3822,9.60861056751,nan,nan,
55.0,75.0,2600.0,5.0,0.5096,7.68688845401,nan,nan,
55.0,75.0,2600.0,6.0,0.637,6.40574037834,nan,nan,
55.0,75.0,2600.0,7.0,0.7644,5.49063461001,nan,nan,
55.0,75.0,2600.0,8.0,0.8918,4.80430528376,nan,nan,
55.0,75.0,2600.0,9.0,1.0192,4.27049358556,nan,nan,
55.0,75.0,2600.0,10.0,1.1466,3.84344422701,nan,nan,
55.0,75.0,2600.0,11.0,1.274,3.49404020637,nan,nan,
55.0,75.0,2800.0,2.0,0.1274,17.8445624825,nan,nan,
55.0,75.0,2800.0,3.0,0.2548,11.8963749884,nan,nan,
55.0,75.0,2800.0,4.0,0.3822,8.92228124126,nan,nan,
55.0,75.0,2800.0,5.0,0.5096,7.13782499301,nan,nan,
55.0,75.0,2800.0,6.0,0.637,5.94818749418,nan,nan,
55.0,75.0,2800.0,7.0,0.7644,5.09844642358,nan,nan,
55.0,75.0,2800.0,8.0,0.8918,4.46114062063,nan,nan,
55.0,75.0,2800.0,9.0,1.0192,3.96545832945,nan,nan,
55.0,75.0,2800.0,10.0,1.1466,3.56891249651,nan,nan,
55.0,75.0,2800.0,11.0,1.274,3.24446590591,nan,nan,
55.0,75.0,3000.0,4.0,0.3822,8.32746249185,nan,nan,
55.0,75.0,3000.0,5.0,0.5096,6.66196999348,nan,nan,
55.0,75.0,3000.0,8.0,0.8918,4.16373124592,nan,nan,
55.0,75.0,3000.0,10.0,1.1466,3.33098499674,nan,nan,
55.0,75.0,3000.0,11.0,1.274,3.02816817885,nan,nan,
55.0,78.0,1000.0,2.0,0.149891,48.7372191955,nan,nan,
55.0,78.0,1000.0,3.0,0.299782,32.4914794636,nan,nan,
55.0,78.0,1000.0,4.0,0.449673,24.3686095977,nan,nan,
55.0,78.0,1000.0,5.0,0.599564,19.4948876782,nan,nan,
55.0,78.0,1000.0,6.0,0.749455,16.2457397318,nan,nan,
55.0,78.0,1000.0,7.0,0.899346,13.9249197701,nan,nan,
55.0,78.0,1000.0,8.0,1.049237,12.1843047989,nan,nan,
55.0,78.0,1000.0,9.0,1.199128,10.8304931545,nan,nan,
55.0,78.0,1000.0,10.0,1.349019,9.74744383909,nan,nan,
55.0,78.0,1000.0,11.0,1.49891,8.86131258099,nan,nan,
55.0,78.0,1200.0,2.0,0.149891,40.6143493296,nan,nan,
55.0,78.0,1200.0,3.0,0.299782,27.0762328864,nan,nan,
55.0,78.0,1200.0,4.0,0.449673,20.3071746648,nan,nan,
55.0,78.0,1200.0,5.0,0.599564,16.2457397318,nan,nan,
